survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town
0,1,female,29.69911764705882,1,2,249.00622000000035,S,First,child,False,C,Southampton
1,1,male,29.69911764705882,0,0,30.5,S,First,man,True,C,Southampton
1,1,female,29.69911764705882,0,1,249.00622000000035,C,First,woman,False,B,Cherbourg
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,A,Queenstown
1,3,male,29.69911764705882,2,0,23.25,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,0.0,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,12.35,Q,Second,woman,False,E,Queenstown
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,1,male,29.69911764705882,1,2,249.00622000000035,S,First,child,False,C,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,A,Cherbourg
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,C,Cherbourg
0,2,male,29.69911764705882,1,0,24.0,C,Second,man,True,A,Cherbourg
1,1,female,29.69911764705882,0,0,56.9292,C,First,woman,False,E,Cherbourg
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,C,Cherbourg
1,1,female,29.69911764705882,2,2,249.00622000000035,C,First,woman,False,B,Cherbourg
0,2,female,29.69911764705882,1,1,26.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,1,1,26.25,S,Second,man,True,A,Southampton
1,3,female,29.69911764705882,0,0,7.8542,S,Third,woman,False,A,Southampton
1,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,14.0,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,0,2,249.00622000000035,S,First,woman,False,C,Southampton
1,1,female,29.69911764705882,1,1,249.00622000000035,C,First,woman,False,E,Cherbourg
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,12.35,Q,Second,woman,False,A,Queenstown
1,2,female,29.69911764705882,1,1,29.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,8,2,249.00622000000035,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,C,Cherbourg
0,3,male,29.69911764705882,0,0,6.2375,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,D,Southampton
1,3,female,29.69911764705882,1,1,20.525,S,Third,woman,False,A,Southampton
1,1,female,29.69911764705882,0,1,57.9792,C,First,woman,False,B,Cherbourg
1,3,female,29.69911764705882,2,0,23.25,Q,Third,woman,False,A,Queenstown
0,1,male,29.69911764705882,0,0,28.5,S,First,man,True,C,Southampton
0,1,male,29.69911764705882,0,1,249.00622000000035,S,First,man,True,C,Southampton
0,3,male,29.69911764705882,2,0,18.0,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,S,First,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,1,0,249.00622000000035,S,First,man,True,C,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,E,Cherbourg
1,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,35.5,S,First,man,True,A,Southampton
1,2,male,29.69911764705882,1,1,26.0,S,Second,child,False,F,Southampton
1,1,female,29.69911764705882,3,2,249.00622000000035,S,First,woman,False,C,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,F,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,A,Southampton
1,3,male,29.69911764705882,1,1,15.9,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,9.225,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,35.0,S,First,man,True,C,Southampton
0,3,male,29.69911764705882,1,1,7.2292,C,Third,child,False,A,Cherbourg
0,3,male,29.69911764705882,1,0,17.8,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,1,55.0,S,First,woman,False,E,Southampton
0,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,A,Queenstown
1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,A,Queenstown
0,3,male,29.69911764705882,1,4,27.9,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,1,0,27.7208,C,Second,man,True,A,Cherbourg
0,3,female,29.69911764705882,0,1,14.4542,C,Third,woman,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,1,0,15.5,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,D,Cherbourg
1,3,female,29.69911764705882,0,0,7.2292,C,Third,woman,False,A,Cherbourg
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,A,Queenstown
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,B,Cherbourg
1,1,male,29.69911764705882,1,0,55.4417,C,First,man,True,E,Cherbourg
0,3,male,29.69911764705882,1,0,6.4958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,249.00622000000035,C,First,man,True,A,Cherbourg
0,3,female,29.69911764705882,3,1,21.075,S,Third,child,False,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,A,Cherbourg
1,3,female,29.69911764705882,0,0,7.25,S,Third,woman,False,A,Southampton
0,1,male,29.69911764705882,0,2,249.00622000000035,C,First,man,True,C,Cherbourg
0,3,male,29.69911764705882,0,0,4.0125,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,A,Cherbourg
1,3,female,29.69911764705882,0,2,15.7417,C,Third,child,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,52.0,S,First,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,249.00622000000035,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,5,2,46.9,S,Third,child,False,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.7292,Q,Third,man,True,A,Queenstown
1,2,female,29.69911764705882,0,0,12.0,C,Second,woman,False,A,Cherbourg
1,1,male,29.69911764705882,1,2,249.00622000000035,S,First,man,True,B,Southampton
1,3,male,29.69911764705882,0,0,7.7958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,2,0,7.925,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,D,Cherbourg
1,3,female,29.69911764705882,0,2,16.7,S,Third,woman,False,G,Southampton
0,3,male,29.69911764705882,0,0,7.7958,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,7.8542,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,26.0,S,Second,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,12.65,S,Second,woman,False,A,Southampton
1,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,1,0,9.825,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,1,0,15.85,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,8.6625,S,Third,woman,False,A,Southampton
0,2,male,29.69911764705882,1,0,21.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,S,Third,man,True,A,Southampton
1,2,male,29.69911764705882,1,1,18.75,S,Second,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.775,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,6.8583,Q,Third,man,True,A,Queenstown
1,1,female,29.69911764705882,1,0,249.00622000000035,Q,First,woman,False,C,Queenstown
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,A,Southampton
1,2,female,29.69911764705882,1,1,32.5,S,Second,woman,False,A,Southampton
1,2,female,29.69911764705882,0,2,13.0,S,Second,woman,False,A,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,3,female,29.69911764705882,0,2,24.15,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.7333,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,7.875,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,1,1,14.4,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,1,1,20.2125,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
1,2,female,29.69911764705882,0,0,26.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
1,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,E,Southampton
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,C,Southampton
1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,A,Southampton
1,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.125,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,1,0,55.9,S,First,man,True,E,Southampton
1,1,female,29.69911764705882,1,2,249.00622000000035,S,First,child,False,B,Southampton
0,3,female,29.69911764705882,2,2,34.375,S,Third,woman,False,A,Southampton
1,2,female,29.69911764705882,2,3,18.75,S,Second,woman,False,A,Southampton
0,1,male,29.69911764705882,1,4,249.00622000000035,S,First,man,True,C,Southampton
0,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,1,1,26.25,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,9.5,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,1,0,7.775,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
1,3,male,29.69911764705882,0,0,8.1125,S,Third,man,True,A,Southampton
1,1,male,29.69911764705882,0,2,249.00622000000035,S,First,child,False,A,Southampton
1,2,female,29.69911764705882,0,1,19.5,S,Second,child,False,A,Southampton
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,A,Southampton
1,3,female,29.69911764705882,2,1,19.2583,C,Third,child,False,A,Cherbourg
1,1,male,29.69911764705882,0,0,30.5,S,First,man,True,C,Southampton
0,2,male,29.69911764705882,1,2,27.75,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,27.75,C,First,man,True,C,Cherbourg
1,1,male,29.69911764705882,1,0,249.00622000000035,C,First,man,True,C,Cherbourg
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,A,Cherbourg
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,E,Southampton
1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,False,D,Southampton
1,2,female,29.69911764705882,0,0,10.5,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,E,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,38.5,S,First,man,True,E,Southampton
0,2,male,29.69911764705882,0,0,13.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.05,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,True,A,Queenstown
1,3,female,29.69911764705882,2,1,19.2583,C,Third,child,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,1,2,27.75,S,Second,woman,False,A,Southampton
1,2,female,29.69911764705882,0,0,13.7917,C,Second,woman,False,D,Cherbourg
0,3,female,29.69911764705882,0,0,9.8375,S,Third,woman,False,A,Southampton
0,1,male,29.69911764705882,0,0,52.0,S,First,man,True,A,Southampton
0,2,male,29.69911764705882,1,0,21.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,1,0,7.0458,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.5208,S,Third,man,True,A,Southampton
1,3,female,29.69911764705882,0,1,12.2875,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,5,2,46.9,S,Third,child,False,A,Southampton
0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,3,female,29.69911764705882,0,0,9.5875,S,Third,woman,False,A,Southampton
1,1,male,29.69911764705882,1,0,249.00622000000035,C,First,man,True,B,Cherbourg
0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,S,First,woman,False,C,Southampton
0,1,male,29.69911764705882,0,0,29.7,C,First,man,True,B,Cherbourg
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,1,1,15.9,S,Third,child,False,A,Southampton
0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,30.5,S,First,man,True,C,Southampton
0,1,male,29.69911764705882,0,0,49.5042,C,First,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,True,A,Cherbourg
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,D,Cherbourg
0,3,male,29.69911764705882,0,0,15.1,S,Third,man,True,A,Southampton
0,1,female,29.69911764705882,1,2,249.00622000000035,S,First,woman,False,C,Southampton
0,3,male,29.69911764705882,0,0,7.7958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.6625,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,A,Queenstown
0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,False,A,Queenstown
0,3,female,29.69911764705882,0,0,9.5875,S,Third,woman,False,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,S,First,woman,False,B,Southampton
0,1,male,29.69911764705882,1,0,249.00622000000035,C,First,man,True,C,Cherbourg
1,2,female,29.69911764705882,0,2,26.0,S,Second,woman,False,A,Southampton
1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,22.525,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,56.4958,S,Third,man,True,A,Southampton
1,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
1,1,male,29.69911764705882,0,0,26.2875,S,First,man,True,E,Southampton
1,1,female,29.69911764705882,1,0,59.4,C,First,woman,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.4958,S,Third,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,34.0208,S,First,man,True,D,Southampton
1,2,female,29.69911764705882,0,0,10.5,S,Second,woman,False,F,Southampton
0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,True,A,Queenstown
1,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,S,First,woman,False,B,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,A,Cherbourg
1,1,female,29.69911764705882,0,1,57.9792,C,First,woman,False,B,Cherbourg
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
1,2,female,29.69911764705882,0,0,10.5,S,Second,woman,False,A,Southampton
0,1,male,29.69911764705882,0,0,249.00622000000035,S,First,man,True,C,Southampton
0,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,2,1,11.5,S,Second,man,True,A,Southampton
1,2,female,29.69911764705882,1,1,26.0,S,Second,child,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
0,3,male,29.69911764705882,1,1,7.2292,C,Third,man,True,A,Cherbourg
1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,False,A,Cherbourg
0,3,female,29.69911764705882,0,0,8.6625,S,Third,woman,False,A,Southampton
1,2,female,29.69911764705882,0,2,26.25,S,Second,child,False,A,Southampton
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,B,Southampton
1,1,female,29.69911764705882,0,0,249.00622000000035,C,First,woman,False,A,Cherbourg
0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,0,2,49.5,C,First,woman,False,B,Cherbourg
1,1,female,29.69911764705882,0,2,249.00622000000035,S,First,woman,False,B,Southampton
0,3,female,29.69911764705882,4,2,31.275,S,Third,child,False,A,Southampton
0,3,female,29.69911764705882,4,2,31.275,S,Third,child,False,A,Southampton
1,2,male,29.69911764705882,1,0,26.0,S,Second,man,True,A,Southampton
0,1,male,29.69911764705882,1,0,249.00622000000035,C,First,man,True,C,Cherbourg
0,1,male,29.69911764705882,0,0,26.0,S,First,man,True,A,Southampton
1,2,female,29.69911764705882,1,0,26.0,S,Second,woman,False,A,Southampton
1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,True,A,Cherbourg
0,3,male,29.69911764705882,1,1,20.525,S,Third,man,True,A,Southampton
1,2,male,29.69911764705882,1,1,36.75,S,Second,child,False,A,Southampton
1,1,male,29.69911764705882,0,2,249.00622000000035,C,First,man,True,C,Cherbourg
0,2,male,29.69911764705882,0,0,26.0,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8292,Q,Third,man,True,A,Queenstown
1,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,A,Cherbourg
1,3,female,29.69911764705882,0,0,7.775,S,Third,woman,False,A,Southampton
0,1,male,29.69911764705882,0,0,26.55,S,First,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,39.6,C,First,woman,False,A,Cherbourg
0,1,male,29.69911764705882,0,0,249.00622000000035,C,First,man,True,A,Cherbourg
1,1,female,29.69911764705882,1,1,249.00622000000035,S,First,woman,False,E,Southampton
1,3,female,29.69911764705882,1,0,17.4,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,A,Queenstown
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,2,male,29.69911764705882,0,0,13.5,S,Second,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,2,0,24.15,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,A,Southampton
0,3,female,29.69911764705882,0,4,21.075,S,Third,woman,False,A,Southampton
0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,A,Cherbourg
1,3,male,29.69911764705882,0,0,7.8542,S,Third,man,True,A,Southampton
1,2,male,29.69911764705882,0,0,10.5,S,Second,man,True,A,Southampton
1,1,female,29.69911764705882,2,0,51.4792,S,First,woman,False,C,Southampton
1,1,male,29.69911764705882,0,0,26.3875,S,First,man,True,E,Southampton
1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,A,Queenstown
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,0,0,13.0,S,Second,woman,False,A,Southampton
1,1,female,29.69911764705882,1,0,55.9,S,First,woman,False,E,Southampton
0,3,female,29.69911764705882,1,0,14.4583,C,Third,woman,False,A,Cherbourg
1,3,male,29.69911764705882,0,0,7.925,S,Third,man,True,A,Southampton
1,2,female,29.69911764705882,1,1,30.0,S,Second,woman,False,A,Southampton
1,1,female,29.69911764705882,1,1,249.00622000000035,C,First,woman,False,C,Cherbourg
0,2,male,29.69911764705882,0,0,26.0,S,Second,man,True,A,Southampton
0,1,male,29.69911764705882,0,0,40.125,C,First,man,True,A,Cherbourg
0,3,male,29.69911764705882,0,0,8.7125,C,Third,man,True,A,Cherbourg
1,1,female,29.69911764705882,0,2,249.00622000000035,S,First,woman,False,E,Southampton
0,2,male,29.69911764705882,0,0,15.0,S,Second,man,True,A,Southampton
1,1,male,29.69911764705882,1,1,249.00622000000035,C,First,man,True,B,Cherbourg
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,A,Southampton
0,3,male,29.69911764705882,0,0,7.125,S,Third,man,True,A,Southampton
1,1,female,29.69911764705882,1,0,249.00622000000035,C,First,woman,False,D,Cherbourg
0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,A,Southampton
